work,book_names,book_summary,book_category
576,The Coaching Habit,"1-Sentence-Summary: The Coaching Habit outlines the questions, attitudes, and habits required of managers who want to become great at motivating their team to become self-sustaining.","['Business', 'Career', 'Communication Skills', 'Happiness', 'Leadership', 'Management', 'Productivity', 'Psychology', 'Relationships', 'Self Improvement', 'Success', 'Work']"
577,The Code Of The Extraordinary Mind,"1-Sentence-Summary:聽The Code Of The Extraordinary Mind gives you a 10-step framework for success, based on the lives of the world鈥檚 most successful people, who the author has spent 200+ hours interviewing.",['Self Improvement']
578,The Compound Effect,"1-Sentence-Summary:聽The Compound Effect will show you why big, abrupt changes rarely work and how you can change your life over time with the power of small, daily steps, a routine that builds momentum and the courage to break through your limits when you reach them.",['Self Improvement']
579,The Confidence Code,1-Sentence-Summary: The Confidence Code empowers women to become more courageous by explaining their natural tendencies toward timidity and how to break them even in a world dominated by men. ,"['Business', 'Career', 'Communication Skills', 'Culture', 'Happiness', 'Motivation & Inspiration', 'Psychology', 'Self Improvement', 'Society', 'Success', 'Work']"
580,The Courage Habit,"1-Sentence-Summary: The Courage Habit helps you unearth your hidden desires for a better life, shows you how fear buried them in the first place, and outlines the path toward overcoming the paralysis that being afraid brings so that you can have everything you鈥檝e ever dreamed of.","['Future', 'Happiness', 'Motivation & Inspiration', 'Productivity', 'Psychology', 'Self Improvement', 'Success']"
581,The Courage To Be Disliked,"1-Sentence-Summary:聽The Courage To Be Disliked is a Japanese analysis of the work of 19th-century psychologist Alfred Adler, who established that happiness lies in the hands of each human individual and does not depend on past traumas.",['Self Improvement']
582,The Creative Habit,"1-Sentence-Summary:聽The Creative Habit is a dancer鈥檚 blueprint to making creativity a habit, which she鈥檚 successfully done for over 50 years in the entertainment industry.",['Self Improvement']
583,The Culture Code,"1-Sentence-Summary:聽The Culture Code examines the dynamics of groups, large and small, formal and informal, to help you understand how great teams work and what you can do to improve your relationships wherever you cooperate with others.",['Entrepreneurship']
584,The Da Vinci Curse,"1-Sentence-Summary:聽The Da Vinci Curse explains why people with many talents don鈥檛 fit into a world where we need specialists and, if you have many talents yourself, shows you how you can lift this curse, by giving you a framework to follow and find your true vocation in life.","['Entrepreneurship', 'Self Improvement']"
585,The Desire Map,"1-Sentence-Summary:聽The Desire Map gives your goal-setting mechanism a makeover by showing you that desire, not facts, is what fuels our lives and helps you rely on your feelings to navigate life, instead of giving in to the pressure of the outside world to check the boxes on goals that don鈥檛 really matter to you.",['Self Improvement']
586,The Dip,"1-Sentence-Summary: The Dip teaches us that, between starting and succeeding, there鈥檚 a time of struggle when we should either pursue excellence or quit strategically while helping us choose between the two.","['Entrepreneurship', 'Self Improvement']"
587,The E-Myth Revisited,"1-Sentence-Summary:聽The E-Myth Revisited explains why 80% of small businesses fail, and how to ensure yours isn鈥檛 among those by building a company that鈥檚 based on systems and not on the work of a single individual.",['Entrepreneurship']
588,The Education Of A Value Investor,"1-Sentence-Summary:聽The Education Of A Value Investor is the story of how Guy Spier turned away from his greedy, morally corrupted investment banking environment and into a true value investor by modeling his work and life after Warren Buffett and his value investing approach.",['Personal Finance']
589,The Effective Executive,"1-Sentence-Summary: The Effective Executive gives leaders a step-by-step formula to become more productive, developing their own strengths and those of their employees.","['Entrepreneurship', 'Self Improvement']"
590,The End Of Average,"1-Sentence-Summary:聽The End Of Average explains the fundamental flaws with our culture of averages, in which we design everything for the average person, when that person doesn鈥檛 exist, and shows how we can embrace our individuality and use it to succeed in a world that wants everyone to be the same.",['Self Improvement']
591,The End of Jobs,"1-Sentence-Summary:聽The End of Jobs explains why, thanks to the advancements of modern technology, being an entrepreneur is now the safest way to meaningful work and financial freedom.",['Entrepreneurship']
592,The End Of Stress,"1-Sentence-Summary:聽The End Of Stress shows you not only that treating stress as normal is wrong and how it harms your mental and physical health, but also gives you actionable tips and strategies to end stress once and for all so you can live a long, happy, powerful and creative life.",['Self Improvement']
593,The Energy Bus,"1-Sentence-Summary:聽The Energy Bus is a fable that will help you create positive energy with ten simple rules and make it the center of your life, work, and relationships.","['Entrepreneurship', 'Self Improvement']"
594,The Eureka Factor,"1-Sentence-Summary:聽The Eureka Factor lays out the history of so-called 鈥渁ha moments鈥?and explains what happens in your brain as you have them, where they come from and how you can train yourself to have more flashes of genius.","['Entrepreneurship', 'Self Improvement']"
595,The Everything Store,"1-Sentence-Summary:聽The Everything Store is the closest biographical documentation of the unprecedented rise of Amazon as an online retail store with an almost infinite amount of choice, based on over 300 interviews with current and former Amazon employees and executives, family members of the founder and the hard facts available to the public.",['Entrepreneurship']
596,The Evolution Of Everything,"1-Sentence-Summary:聽The Evolution Of Everything compares creationist to evolutionist thinking, showing how the process of evolution we know from biology underlies and permeates the entire world, including society, morality, religion, culture, economics, money, innovation and even the internet.","['Entrepreneurship', 'Self Improvement']"
597,The Execution Factor,"1-Sentence-Summary: The Execution Factor will show you how to become successful by utilizing the power of vision, passion, action, resilience, and relationships that propelled author Kim Perell from unemployed and broke to a multi-millionaire in just seven years. ","['Business', 'Entrepreneurship', 'Money', 'Motivation & Inspiration', 'Personal Finance', 'Self Improvement', 'Success']"
598,The Facebook Effect,"1-Sentence-Summary:聽The Facebook Effect is the only official account of the history of the world鈥檚 largest social network, explaining why it鈥檚 so successful and how it鈥檚 changed both the world and us.","['Entrepreneurship', 'Self Improvement']"
599,The Fifth Agreement,"1-Sentence-Summary:聽The Fifth Agreement聽is an update and sequel to one of the world鈥檚 most popular self-help books, which shines a new light on ancient, Toltec wisdom, to help us master our selves, cultivate deep awareness, and be who we really are.",['Self Improvement']
